,Video_Id,Video_Title,Comments,Label
229,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"..(I_ crying bc I was listening your song)and u js wanna say your like my dad that I never had I hope u see this and story is my dad was like _he threw me literally and more stuff and the night I watched this and more stuff I cry so色.i love you are your my dad fugue and色..thank u

If u read this all I am thankful!!!!!!__________",0
230,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],3:29 is amazing my dad came in and said what are you doing because l was balling out _,0
231,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"wow, this was amazing.
really loved ",0
232,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"We've experienced Slim Shady the traumatized kid that had to figure how to take care of himself from an early age. Then Eminem came along and had to choose between fame and being a dad. And now, we're getting the chance to see Marshall Mathers. The amazing man whom most of us growing up to Eminem's music never had the chance to see. It's touching seeing Marshall Bruce Mathers shed tears of joy.",0
233,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Eternal b4 it dropped,0
234,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],I got a stone heart I did not cry one bit,0
235,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],ay i now for a fact if anyone ever hurts this mans daughters mentally emotionally or physically they are getting a fat az diss,0
236,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],That's when you know that one of the biggest rappers of the century has officially defeated Tupac Shakur and The Weeknd altogether.,0
237,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],__ Mr Marshall still punch hard,0
238,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Nothing better happen to em,0
239,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],I'm crying,0
240,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Legend forever and always ,0
241,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],He is my hero,0
242,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"oh shet, i have little daughter she's 3 now. damn its hit different im crying as grown man. eminem will always be my top role model for a father.",0
243,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"I'm not crying, you are crying",0
244,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],EMINEM HAPPY EARLY BIRTHDAY!!!,0
245,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],full cry,0
246,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Somethings Odd here. There are 2 MVs thats seems like Marshall is saying his goodbyes. HE KNOWS? SHE KNOWS? Protect EM at all cost,0
247,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"Oh my gosh, she has grown up very quick",0
248,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"3:08
 why is she doing the middle finger ",0
249,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"I_ not even crying, not a single tear just came",0
250,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Everyone talking abt what looks cool or fun meanwhile me his HANDSSS ON THE DIVE ALMOST GOT SLICEEDD,0
251,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,HAWK TUAH STOP,0
252,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Dude the first one is fucking shadow,0
253,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Thats a waterpark wym,0
254,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Water I'm thirsty _,0
255,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,these work so well i even do this without trying!,0
256,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,HAWK TUAH?,0
257,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,try a powerslide,0
258,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,1 and 4 are the same,0
259,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,i didnt think people were thinking the same thing till i opened the comments__,0
260,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Whats a water rink,0
261,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Didnt kno water rinks existed,0
262,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Where_ my Tuah Stop?,0
263,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,That one person who secretly accidentally comed on the ice:,0
264,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,That would suck. Imagine falling and both being cold and wet.,0
265,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,His aura after this video :__,0
266,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,"The hawk stop is boring, where_ the hawk two, eh?",0
267,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Ok that looks fun,0
268,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Only real way is to edge slip into French lady pose __,0
269,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,"_atery_ce?
We don_ have that __",0
270,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,"The song _
The creator  _
The instrumental _
The viewers _
The song listener_
The saver of the song_
The one who added this song in his playlist _
The one who got motivated and went to gym after listening this_ masterpiece _
The whole gym _
All the gym equipments including the mats_
The gym shoes _
The one who play this at gym_
The jar of whey powder _
The Steroid _
The motor fiber bundle _
The gymbro's blood cells_
All who listens it _
All who get more excit_ed to do more reps 
The nerves of the body _
The veins and arteries_
The blood streaming at speed of light after hearing this_
The comments_
The thoughts while writing this _
My hands while typing this _
The keyboard_
The emoji _
The alphabets _
YouTube _
Thumbnail _
Subtitle _
This comment _
Those who likes this comment _
Those who comment in this _
Those who start a convo in this_ comment _
The air while I was breathing _
The atoms _
verything that has the potential to_ exist and identify this song_
astronomical reactions when this_ song is played_
The nebula series_
The reality and all unreality_
God gave existence of this song in_ dimension 
The Milky Way galaxy____
Those aliens from parallel universe when listening to this_
The idea I got when writing this_
Those who have the hearing ability to listen to this song_
Those who acknowledge me for_ trying to write this myself__
Those who red every comments of this video_
The song listener_
The saver of the song__
The one who added this song in his_ playlist 
The one who got motivated and went to gym after listening this_ masterpiece _
The whole gym _
All the gym equipments includ_ing 
the
my N word homie
ur food
ur petThe song 
The creator 
The instrumental 
The viewers 
The song listener
The saver of the song
The one who added this song in his playlist 
The one who got motivated and went to gym after listening this masterpiece 
The whole gym 
All the gym equipments including the mats
The gym shoes 
The one who play this at gym
The jar of whey powder _
The Steroid 
The motor fiber bundle 
The gymbro's blood cells
All who listens it 
All who get more excited to do more reps 
The nerves of the body 
The veins and arteries
The blood streaming at speed of light after hearing this
The comments_

Those who start a convo in this comment _
Those who comment '' _
my friends_
the sigmas who thinks they sigmas
the gigachads who comment the__ comentary_
me_
you_
ur girlfriend_
ur dog_
ohio sigmas_
mr beast followers_
gymrats_
average phonk user_
the FINAL BOSS_
ur skills_
the people _
my N word homie_
ur food_
ur petThe song _
The creator _
The instrumental _
The viewers _
The song listener_
The saver of the song_
The one who added this song in his playlist _
The one who got motivated and went to gym after listening this_ masterpiece __
The whole gym _
All the gym equipments including the mats_
The gym shoes _
The one who play this at gym_
The jar of whey powder _
The Steroid _
The motor fiber bundle _
The gymbro's blood cells_
All who listens it _
All who get more excited to do more reps _
The nerves of the body _
The veins and arteries_
The blood streaming at speed of light after hearing this_
The comments_
The thoughts while writing this _
My hands while typing this _
The keyboard_
The emoji _
The alphabets _
YouTube _
Thumbnail _
Subtitle _
This comment _
Those who likes this _ _
Those who comment in this _
Those who start a convo in this_ comment _
The air while I was brea_thing _
The atoms _
verything that has the potential to_ exist and identify this song
astronomical reactions when this song is played
The nebula series
The reality and all unreality_
God gave existence of this song in dimension _
The Milky Way galaxy_
Those aliens from parallel universe_ when listening to this_
The idea I got when writing this_
Those who have the hearing ability to listen to this song_
Guys it takes alot of time pls subscribe to me __and like me _
If u find my comments subscribe to me",0
271,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,"I went there before, it was fun",0
272,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Only Hawk Stop worked well enough _,0
273,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,I really like the hawk stop,0
274,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,HAWK TUAH!,0
275,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Look at him go. Wow,0
276,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero","Bolt is not that impressive, his record will be broken anytime soon",0
277,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",How is he casually catching up _,0
278,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",He_ running pretty fast for someone who don_ care about the race,0
279,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Best moment to relive over again in his memories ,0
280,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Thats freakin awesome!,0
281,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Running side by side with the fastest man alive,0
282,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",When you part of the pack behind _ thinking how fast they must be to be doing such in front of u,0
283,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Bro is so fast he slowed down to allow his hero to win. Wow _,0
284,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Jesus! He is exceptionally fast! His leg span is tiny compared to Bolts but it was as though someone pressed fast forward up the track _,0
285,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Love this,0
286,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero","Some records were never broken . So, they start the process from scratch. If I remember correctly,  there were long jump records from the original Greek records that were never broken by modern athletes. But our modern egos would not accept that.",0
287,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Brings tears in my eyes..   sweet...,0
288,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",I love how he lowkey just sped up to him and then just started to run at his pace just to get a good look at him and have such a whole some moment,0
289,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Why did i want to cry seeing this _,0
290,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Running from Master and laughing is diabolic word,0
291,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",That i could win it if i wanted to smile _,0
292,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",That moment little brother finally matches up with big bro and they are both happy for it ____,0
293,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero","That is so beautiful. Both of them smiling at each other, and knowing that's the reason he does what he does because of him is so heartwarming 手_",0
294,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero","Our very own, Usain Bolt. Born in my country. The idol of many. Big and small, young and old, Motivating us to keep our future bright and bold_",0
295,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",This is the most cool runnings movie shit ive ever seen. What an epic moment in history _,0
296,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Such a beautiful moment  BBOoOOLLT!!!!,0
297,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero","As a Canadian, we are so proud of this moment!",0
298,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero","_our the reason im here 
_our the reason I still race",0
299,oPy5euoa-uU,"He doesn_ even care about the race, he_ happy to run beside his hero",Captain America and The Black Panther Jogging _,0
300,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"The home to 1st base is automatically out when the pitcher steps on the base. 
The 1st to 2nd runner is out the moment both him and his teammates touch the base at the same time. If not there would be no Double play plays . Right ?",0
301,n_V5DvMgSlg,Matt Carpenter was confused for a second _,Or not.,0
302,n_V5DvMgSlg,Matt Carpenter was confused for a second _,This should be in every baserunning tutorial.  Fck the force.,0
303,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"He hesitated, he sould of thrown to 2nd an to try to get the DP",0
304,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"He tagged the bag first, which means the runner can stay or go",0
305,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"No, the 1st basemen played it poorly. All he had to do was tag the runner BEFORE stepping on the base and it's a double play.",0
306,n_V5DvMgSlg,Matt Carpenter was confused for a second _,All he had to do was tag him then step on first base...,0
307,n_V5DvMgSlg,Matt Carpenter was confused for a second _,If javy Baez could just run the bases and not have to hit he'd actually be worth that contract,0
308,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"All he had to do was tag the guy who was standing on first base and then that guy is forced out. Then he had to put his foot on first base before the hitter got there and he has a double play. 
This obviously was not a double play. The guy who hit the ball is out.",0
309,n_V5DvMgSlg,Matt Carpenter was confused for a second _,See mouth piece Brady guy talking to much,0
310,n_V5DvMgSlg,Matt Carpenter was confused for a second _,If he would have thrown to second base first this wouldn_ have happened. Very high IQ play by the base runner!,0
311,n_V5DvMgSlg,Matt Carpenter was confused for a second _,The runner just got lucky that the fielder wasn't paying attention.,0
312,n_V5DvMgSlg,Matt Carpenter was confused for a second _,Hehe .  So witty..._,0
313,n_V5DvMgSlg,Matt Carpenter was confused for a second _,They both suppose to be out,0
314,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"I get how odd this appears, but if you boil it down, they lost the double play the second the runner got the fielder to bite and delay his throw to second. At that point, it was just a  matter of picking which guy to get out. 

It's a smart play, but one that will cause the game to further devolve as an entertaining franchise if everyone decided to start doing it. (and enough fielders bit)",0
315,n_V5DvMgSlg,Matt Carpenter was confused for a second _,Shouldn't he have tagged the runner then stepped on first base?,0
316,n_V5DvMgSlg,Matt Carpenter was confused for a second _,Shouldn_ have touched the bag.,0
317,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"I feel teased or COMPELLED to state that this video iconicizes, which it sort of kind of does, what happens when a country steals anothers hard work

Viz a vis Cricket and Baseball

The American Apple Pie",0
318,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"I understand that once the batter/runner is out it's no longer a force at 2nd for the guy standing on 1st. I also understand that all Carpenter had to do is tag the runner and then touch 1st for the double play. The part I'm confused about and maybe someone could help me understand is, the batter/runner isn't out until Carpenter touches 1st. So it's still a force at 2nd until that time, but since the runner was back to 1st before Carpenter was, wouldn't that make two people on 1st since the batter/runner isn't out until Carpenters foot touches 1st? Obviously the correct call was made, I've seen similar plays but the 1st baseman touched before the runner.",0
319,n_V5DvMgSlg,Matt Carpenter was confused for a second _,Tag the runner and then step on bag?,0
320,n_V5DvMgSlg,Matt Carpenter was confused for a second _,If he had tagged the 1st runner before stepping on bag double play?,0
321,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"Either you can hit home runs or steal bases if you can_ do either, why are you in the NBL?",0
322,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"I guess because he tagged the bag before batter got there, that made runner legally safe on first?",0
323,n_V5DvMgSlg,Matt Carpenter was confused for a second _,How can you make rounders so complicated? _,0
324,n_V5DvMgSlg,Matt Carpenter was confused for a second _,"A question to make you think: ive been watching both baseball and football for 20+ years now. Is the fact that baseball consistently provides more ""wtf pass me a rule book"" moments because baseball rules are weirder or because baseball plays 11 trillion games a season, giving more chances for weird stuff to happen?",0
325,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Nah speed is actually a crazy athlete I honest to hod think he has insane genetics either that or he played sports pretty competitively dude looks like he's floating _,0
326,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,I thought that was Mudryk,0
327,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,"What happened to the "" To be continued""?",0
328,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Ok wtf is so cool about speeds backflip,0
329,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,2nd one requires more technique than physical prowess,0
330,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Kid Rock ishowspeed shoked,0
331,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Speed backflip is so cool it feels like he is flying in slowmo_,0
332,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,"imagine glazing a kid for a different variation of a backflip like noone cares its just a backflip, speed can prolly do the same shit fr",0
333,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Speed is floating lol,0
334,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,It_ kinda the same thing as a flip ain_ it? I don_ think it_ that hard (if you know how to do a flip,0
335,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Why is any USA person allowed into a football field? Pls go back to watch baseball and eat hotdogs,0
336,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Song name,0
337,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,"Kid : normal backflip
Speed: slow backflip",0
338,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,The music that plays is brain rot for tablet babies,0
339,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Smoothest and difficult one is from speed,0
340,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Go meet savage speed,0
341,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Speed_ flip is way harder and more impressive,0
342,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,I can do that,0
343,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,NORWAY KID IS BETTER THAN ISHOBLACK,0
344,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,"Those who dont even know how to do a backflip
_",0
345,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,I am from norway__,0
346,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Finland next,0
347,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,So cool meeting ishowspeed,0
348,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,I am from Norway,0
349,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Liberal actually actually got really good,0
350,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Mayfield still haunts them to this day,0
351,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,He is such a legend,0
352,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,and thats why u threw 3 interceptions Sunday against the Saints and inly won because the Saints are trash,0
353,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"It was so stupid to do that to a Baker jersey. He hasn_ played there since 2017-2018. If you_e gonna do that use a jersey from one of the guys you beat, you didn_ beat Baker.",0
354,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"Texas is trash for this behavior,this is why I have no respect for Texas.",0
355,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"From Austin too. I always tell me stepson, you don't get to pick which school offers you a scholarship or which NFL team drafts you",0
356,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Why does he sound like he's about to cry lol... if you guna dish it you gotta take it too... OU SUCKSSSSS,0
357,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Yeah... ask Nick Bosa,0
358,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"Truth is, the jersey was on clearance.",0
359,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,_ says the clown who blew a huge lead against UGA in the college football playoffs!,0
360,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Baker ain't no Lamar Jackson _but God bless him get that paycheck.Baker similar to Geno&Tebow,0
361,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"Baker, you Lil SAVAGE __",0
362,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Perfect analysis _,0
363,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Hate both schools but find it hilarious they did it to a player that has been long gone for years _,0
364,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,34-3 stfu talking about rent free OU is dog water and everyone knows this that why they all transfer out ___,0
365,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,They never even played against him and they dissin him,0
366,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Because Texas won and yall can suck it!,0
367,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,how badly did baker hurt them_,0
368,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"So you're just going to act like you didn't get pissed cause Patrick Mchomes took that Texas Tech starting QB position, and you ran to Oklahoma",0
369,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Let_ go back to grass so these flag plants can mean something again,0
370,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,I hated this dude for no reason in college and early in NFL and he_ become easily one of my favorite players in the league,0
371,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"He doesn't have chip on his shoulder, it is deeper than that ..He showed it to the world with his crotch grabbing middle finger throwing, some character he is to society.",0
372,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Translation: wait til they come to the league lol,0
373,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Love this quote from Baker!,0
374,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Dude use to hit dem folks on mfs ___,0
375,J_sPKIwAh_k,Nah dat was tough _ #shorts,Smart offense actually..?! ____,0
376,J_sPKIwAh_k,Nah dat was tough _ #shorts,Lamar Jackson need to do this but be RB __,0
377,J_sPKIwAh_k,Nah dat was tough _ #shorts,Always wondered when will they implement a 2qb offense,0
378,J_sPKIwAh_k,Nah dat was tough _ #shorts,25 just standing there confused,0
379,J_sPKIwAh_k,Nah dat was tough _ #shorts,why couldn_ they do this in face the franchise in madden 21?,0
380,J_sPKIwAh_k,Nah dat was tough _ #shorts,Hopefully coach Sark taking notes __,0
381,J_sPKIwAh_k,Nah dat was tough _ #shorts,ofc it was on UAB. just fire dilfer already!,0
382,J_sPKIwAh_k,Nah dat was tough _ #shorts,2 guys in motion at the same time?? Or am I missing that?,0
383,J_sPKIwAh_k,Nah dat was tough _ #shorts,we ran something like this in high school,0
384,J_sPKIwAh_k,Nah dat was tough _ #shorts,Lions next trick play,0
385,J_sPKIwAh_k,Nah dat was tough _ #shorts,That was stupid and unnecessary,0
386,J_sPKIwAh_k,Nah dat was tough _ #shorts,It_ time for football to evolve,0
387,J_sPKIwAh_k,Nah dat was tough _ #shorts,Ain't that illegal?,0
388,J_sPKIwAh_k,Nah dat was tough _ #shorts,Shiftinguudy fr utu,0
389,J_sPKIwAh_k,Nah dat was tough _ #shorts,Field Russ and Najee triple pass option,0
390,J_sPKIwAh_k,Nah dat was tough _ #shorts,How that confuse the db _,0
391,J_sPKIwAh_k,Nah dat was tough _ #shorts,Look like they playing uab sorry ass,0
392,J_sPKIwAh_k,Nah dat was tough _ #shorts,15 was hella lost,0
393,J_sPKIwAh_k,Nah dat was tough _ #shorts,Whats with the gah spin. Yal couldnt just slide over. I woulda never agreed to that!,0
394,J_sPKIwAh_k,Nah dat was tough _ #shorts,"Good play, but the choreographed spin at the start was over the top _",0
395,J_sPKIwAh_k,Nah dat was tough _ #shorts,U mean the option play not 2 qbs,0
396,J_sPKIwAh_k,Nah dat was tough _ #shorts,#15 was lost,0
397,J_sPKIwAh_k,Nah dat was tough _ #shorts,"Not a legal play because the hand off was in front of the qb. I like the concept, hand off just needs to be behind.",0
398,J_sPKIwAh_k,Nah dat was tough _ #shorts,Modified read pass option,0
399,J_sPKIwAh_k,Nah dat was tough _ #shorts,My school started doing this play cause of this,0
400,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,Bro was fighting for his life ,0
401,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,I hate the chiefs,0
402,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,Holding Big Time. This is ridiculous.,0
403,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,It_ amazing how the only idiots who disagree are chiefs fans,0
404,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,"Nfl is an entertainment company. Not a sports company. They can legally fix the game..

And you still keep watch.",0
405,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,After the jets bills game the refs are definitely helping the chiefs. NFL is rigged.,0
406,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,They tried giving Rogers th game tonight,0
407,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,That was the worst holding call omg ___,0
408,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,Just look at the Jets defensive lineman. I'm mean the guy literally has his back to Patrick mahomes. And the offensive lineman is just holding him. I'm a Raiders fan and I've seen this so many times. It's pretty messed up. But there's nothing I could do about it sitting on my couch there's nothing I can do but bitching moan,0
409,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,that holding was personal,0
410,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,The Taylor Swift effect ! _,0
411,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,The POV edit is too much 不不不,0
412,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,"Lol, 3 holding calls. I was very surprised Collingsworth didn't call it out. (Or am I) It's either like people are saying that it's a script or the referees really really suck. I would never bet on football. Or should I say ""Baseketball"" If you know you know.",0
413,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT  #football #funny #shorts,This sad cause it_ actually true,0
