index,Video_Id,Video_Title,Comments
226,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Anyone notice kim entering 2:03 and 2:10 in the background?
227,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],When i play Eminem songs sometimes i paused so that he could breathe
228,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"Eminem, your music is the best stay strong man"
229,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"…..(I’m crying bc I was listening your song)and u js wanna say your like my dad that I never had I hope u see this and story is my dad was like 😢he threw me literally and more stuff and the night I watched this and more stuff I cry so…….i love you are your my dad fugue and……..thank u…

If u read this all I am thankful!!!!!!😢😢😢😊😊😊😭😭😭😭"
230,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],3:29 is amazing my dad came in and said what are you doing because l was balling out 😢
231,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"wow, this was amazing.
really loved ❤"
232,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"We've experienced Slim Shady the traumatized kid that had to figure how to take care of himself from an early age. Then Eminem came along and had to choose between fame and being a dad. And now, we're getting the chance to see Marshall Mathers. The amazing man whom most of us growing up to Eminem's music never had the chance to see. It's touching seeing Marshall Bruce Mathers shed tears of joy."
233,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Eternal b4 it dropped
234,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],I got a stone heart I did not cry one bit
235,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],ay i now for a fact if anyone ever hurts this mans daughters mentally emotionally or physically they are getting a fat az diss
236,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],That's when you know that one of the biggest rappers of the century has officially defeated Tupac Shakur and The Weeknd altogether.
237,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],🇿🇼 Mr Marshall still punch hard
238,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Nothing better happen to em
239,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],I'm crying
240,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Legend forever and always ❤
241,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],He is my hero
242,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"oh shet, i have little daughter she's 3 now. damn its hit different im crying as grown man. eminem will always be my top role model for a father."
243,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"I'm not crying, you are crying"
244,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],EMINEM HAPPY EARLY BIRTHDAY!!!
245,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],full cry
246,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],Somethings Odd here. There are 2 MVs thats seems like Marshall is saying his goodbyes. HE KNOWS? SHE KNOWS? Protect EM at all cost
247,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"Oh my gosh, she has grown up very quick"
248,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"3:08
 why is she doing the middle finger 💀"
249,ZaK9Wi5ho0o,Eminem - Temporary (feat. Skylar Grey) [Official Music Video],"I’m not even crying, not a single tear just came"
250,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Everyone talking abt what looks cool or fun meanwhile me his HANDSSS ON THE DIVE ALMOST GOT SLICEEDD
251,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,HAWK TUAH STOP
252,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Dude the first one is fucking shadow
253,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Thats a waterpark wym
254,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Water I'm thirsty 😋
255,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,these work so well i even do this without trying!
256,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,HAWK TUAH?
257,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,try a powerslide
258,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,1 and 4 are the same
259,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,i didnt think people were thinking the same thing till i opened the comments😭🙏
260,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Whats a water rink
261,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Didnt kno water rinks existed
262,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Where’s my Tuah Stop?
263,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,That one person who secretly accidentally comed on the ice:
264,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,That would suck. Imagine falling and both being cold and wet.
265,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,His aura after this video :☠☠☠
266,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,"The hawk stop is boring, where’s the hawk two, eh?"
267,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Ok that looks fun
268,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Only real way is to edge slip into French lady pose 🍷🗿
269,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,"…watery…ice…?
We don’t have that 😂😂"
270,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,"The song 🗿
The creator  🗿
The instrumental 🗿
The viewers 🗿
The song listener🗿
The saver of the song🗿
The one who added this song in his playlist 🗿
The one who got motivated and went to gym after listening this🗿 masterpiece 🗿
The whole gym 🗿
All the gym equipments including the mats🗿
The gym shoes 🗿
The one who play this at gym🗿
The jar of whey powder 🗿
The Steroid 🗿
The motor fiber bundle 🗿
The gymbro's blood cells🗿
All who listens it 🗿
All who get more excit🗿ed to do more reps
The nerves of the body 🗿
The veins and arteries🗿
The blood streaming at speed of light after hearing this🗿
The comments🗿
The thoughts while writing this 🗿
My hands while typing this 🗿
The keyboard🗿
The emoji 🗿
The alphabets 🗿
YouTube 🗿
Thumbnail 🗿
Subtitle 🗿
This comment 🗿
Those who likes this comment 🗿
Those who comment in this 🗿
Those who start a convo in this🗿 comment 🗿
The air while I was breathing 🗿
The atoms 🗿
verything that has the potential to🗿 exist and identify this song🗿
astronomical reactions when this🗿 song is played🗿
The nebula series🗿
The reality and all unreality🗿
God gave existence of this song in🗿 dimension
The Milky Way galaxy🗿🗿🗿🗿
Those aliens from parallel universe when listening to this🗿
The idea I got when writing this🗿
Those who have the hearing ability to listen to this song🗿
Those who acknowledge me for🗿 trying to write this myself🗿🗿
Those who red every comments of this video🗿
The song listener🗿
The saver of the song🗿🗿
The one who added this song in his🗿 playlist
The one who got motivated and went to gym after listening this🗿 masterpiece 🗿
The whole gym 🗿
All the gym equipments includ🗿ing
the
my N word homie
ur food
ur petThe song
The creator
The instrumental
The viewers
The song listener
The saver of the song
The one who added this song in his playlist
The one who got motivated and went to gym after listening this masterpiece
The whole gym
All the gym equipments including the mats
The gym shoes
The one who play this at gym
The jar of whey powder 🗿
The Steroid
The motor fiber bundle
The gymbro's blood cells
All who listens it
All who get more excited to do more reps
The nerves of the body
The veins and arteries
The blood streaming at speed of light after hearing this
The comments🗿

Those who start a convo in this comment 🗿
Those who comment '' 🗿
my friends🗿
the sigmas who thinks they sigmas
the gigachads who comment the🗿🗿 comentary🗿
me🗿
you🗿
ur girlfriend🗿
ur dog🗿
ohio sigmas🗿
mr beast followers🗿
gymrats🗿
average phonk user🗿
the FINAL BOSS🗿
ur skills🗿
the people 🗿
my N word homie🗿
ur food🗿
ur petThe song 🗿
The creator 🗿
The instrumental 🗿
The viewers 🗿
The song listener🗿
The saver of the song🗿
The one who added this song in his playlist 🗿
The one who got motivated and went to gym after listening this🗿 masterpiece 🗿🗿
The whole gym 🗿
All the gym equipments including the mats🗿
The gym shoes 🗿
The one who play this at gym🗿
The jar of whey powder 🗿
The Steroid 🗿
The motor fiber bundle 🗿
The gymbro's blood cells🗿
All who listens it 🗿
All who get more excited to do more reps 🗿
The nerves of the body 🗿
The veins and arteries🗿
The blood streaming at speed of light after hearing this🗿
The comments🗿
The thoughts while writing this 🗿
My hands while typing this 🗿
The keyboard🗿
The emoji 🗿
The alphabets 🗿
YouTube 🗿
Thumbnail 🗿
Subtitle 🗿
This comment 🗿
Those who likes this 🗿 🗿
Those who comment in this 🗿
Those who start a convo in this🗿 comment 🗿
The air while I was brea🗿thing 🗿
The atoms 🗿
verything that has the potential to🗿 exist and identify this song
astronomical reactions when this song is played
The nebula series
The reality and all unreality🗿
God gave existence of this song in dimension 🗿
The Milky Way galaxy🗿
Those aliens from parallel universe🗿 when listening to this🗿
The idea I got when writing this🗿
Those who have the hearing ability to listen to this song🗿
Guys it takes alot of time pls subscribe to me 😢😢and like me 😢
If u find my comments subscribe to me"
271,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,"I went there before, it was fun"
272,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,Only Hawk Stop worked well enough 😂❤
273,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,I really like the hawk stop
274,z-SmT2cpxxk,Types Of Stops On A WATER Rink!,HAWK TUAH!
275,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Look at him go. Wow
276,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero","Bolt is not that impressive, his record will be broken anytime soon"
277,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",How is he casually catching up 😳
278,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",He’s running pretty fast for someone who don’t care about the race
279,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Best moment to relive over again in his memories ❤
280,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Thats freakin awesome!
281,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Running side by side with the fastest man alive
282,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",When you part of the pack behind 😂 thinking how fast they must be to be doing such in front of u
283,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Bro is so fast he slowed down to allow his hero to win. Wow 😮
284,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Jesus! He is exceptionally fast! His leg span is tiny compared to Bolts but it was as though someone pressed fast forward up the track 😆
285,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Love this
286,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero","Some records were never broken . So, they start the process from scratch. If I remember correctly,  there were long jump records from the original Greek records that were never broken by modern athletes. But our modern egos would not accept that."
287,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Brings tears in my eyes..   sweet...
288,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",I love how he lowkey just sped up to him and then just started to run at his pace just to get a good look at him and have such a whole some moment❤
289,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Why did i want to cry seeing this 😭
290,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Running from Master and laughing is diabolic word
291,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",That i could win it if i wanted to smile 😂
292,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",That moment little brother finally matches up with big bro and they are both happy for it 😂😂🎉🎉❤
293,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero","That is so beautiful. Both of them smiling at each other, and knowing that's the reason he does what he does because of him is so heartwarming ❤❤"
294,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero","Our very own, Usain Bolt. Born in my country. The idol of many. Big and small, young and old, Motivating us to keep our future bright and bold😊"
295,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",This is the most cool runnings movie shit ive ever seen. What an epic moment in history 👏
296,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Such a beautiful moment ❤ BBOoOOLLT!!!!
297,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero","As a Canadian, we are so proud of this moment!"
298,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero","“Your the reason im here”
“Your the reason I still race”"
299,oPy5euoa-uU,"He doesn’t even care about the race, he’s happy to run beside his hero",Captain America and The Black Panther Jogging 😂❤
300,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"The home to 1st base is automatically out when the pitcher steps on the base.
The 1st to 2nd runner is out the moment both him and his teammates touch the base at the same time. If not there would be no Double play plays . Right ?"
301,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,Or not.
302,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,This should be in every baserunning tutorial.  Fck the force.
303,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"He hesitated, he sould of thrown to 2nd an to try to get the DP"
304,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"He tagged the bag first, which means the runner can stay or go"
305,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"No, the 1st basemen played it poorly. All he had to do was tag the runner BEFORE stepping on the base and it's a double play."
306,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,All he had to do was tag him then step on first base...
307,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,If javy Baez could just run the bases and not have to hit he'd actually be worth that contract
308,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"All he had to do was tag the guy who was standing on first base and then that guy is forced out. Then he had to put his foot on first base before the hitter got there and he has a double play.
This obviously was not a double play. The guy who hit the ball is out."
309,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,See mouth piece Brady guy talking to much
310,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,If he would have thrown to second base first this wouldn’t have happened. Very high IQ play by the base runner!
311,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,The runner just got lucky that the fielder wasn't paying attention.
312,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,Hehe .  So witty...😅
313,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,They both suppose to be out
314,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"I get how odd this appears, but if you boil it down, they lost the double play the second the runner got the fielder to bite and delay his throw to second. At that point, it was just a  matter of picking which guy to get out.

It's a smart play, but one that will cause the game to further devolve as an entertaining franchise if everyone decided to start doing it. (and enough fielders bit)"
315,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,Shouldn't he have tagged the runner then stepped on first base?
316,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,Shouldn’t have touched the bag.
317,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"I feel teased or COMPELLED to state that this video iconicizes, which it sort of kind of does, what happens when a country steals anothers hard work

Viz a vis Cricket and Baseball

The American Apple Pie"
318,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"I understand that once the batter/runner is out it's no longer a force at 2nd for the guy standing on 1st. I also understand that all Carpenter had to do is tag the runner and then touch 1st for the double play. The part I'm confused about and maybe someone could help me understand is, the batter/runner isn't out until Carpenter touches 1st. So it's still a force at 2nd until that time, but since the runner was back to 1st before Carpenter was, wouldn't that make two people on 1st since the batter/runner isn't out until Carpenters foot touches 1st? Obviously the correct call was made, I've seen similar plays but the 1st baseman touched before the runner."
319,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,Tag the runner and then step on bag?
320,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,If he had tagged the 1st runner before stepping on bag double play?
321,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"Either you can hit home runs or steal bases… if you can’t do either, why are you in the NBL?"
322,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"I guess because he tagged the bag before batter got there, that made runner legally safe on first?"
323,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,How can you make rounders so complicated? 🤔
324,n_V5DvMgSlg,Matt Carpenter was confused for a second 😅,"A question to make you think: ive been watching both baseball and football for 20+ years now. Is the fact that baseball consistently provides more ""wtf pass me a rule book"" moments because baseball rules are weirder or because baseball plays 11 trillion games a season, giving more chances for weird stuff to happen?"
325,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Nah speed is actually a crazy athlete I honest to hod think he has insane genetics either that or he played sports pretty competitively dude looks like he's floating 😂
326,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,I thought that was Mudryk
327,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,"What happened to the "" To be continued""?"
328,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Ok wtf is so cool about speeds backflip
329,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,2nd one requires more technique than physical prowess
330,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Kid Rock ishowspeed shoked
331,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Speed backflip is so cool it feels like he is flying in slowmo😂
332,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,"imagine glazing a kid for a different variation of a backflip like noone cares its just a backflip, speed can prolly do the same shit fr"
333,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Speed is floating lol
334,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,It’s kinda the same thing as a flip ain’t it? I don’t think it’s that hard (if you know how to do a flip
335,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Why is any USA person allowed into a football field? Pls go back to watch baseball and eat hotdogs
336,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Song name
337,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,"Kid : normal backflip
Speed: slow backflip"
338,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,The music that plays is brain rot for tablet babies
339,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Smoothest and difficult one is from speed
340,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Go meet savage speed
341,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Speed’s flip is way harder and more impressive
342,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,I can do that
343,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,NORWAY KID IS BETTER THAN ISHOBLACK
344,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,"Those who dont even know how to do a backflip
👇"
345,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,I am from norway🇳🇴
346,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Finland next
347,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,So cool meeting ishowspeed
348,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,I am from Norway
349,Fef22Bm8A9w,IShowSpeed vs Norway Kids (backflips) #ishowspeed,Liberal actually actually got really good
350,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Mayfield still haunts them to this day
351,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,He is such a legend
352,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,and thats why u threw 3 interceptions Sunday against the Saints and inly won because the Saints are trash
353,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"It was so stupid to do that to a Baker jersey. He hasn’t played there since 2017-2018. If you’re gonna do that use a jersey from one of the guys you beat, you didn’t beat Baker."
354,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"Texas is trash for this behavior,this is why I have no respect for Texas."
355,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"From Austin too. I always tell me stepson, you don't get to pick which school offers you a scholarship or which NFL team drafts you"
356,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Why does he sound like he's about to cry lol... if you guna dish it you gotta take it too... OU SUCKSSSSS
357,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Yeah... ask Nick Bosa
358,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"Truth is, the jersey was on clearance."
359,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,😂 says the clown who blew a huge lead against UGA in the college football playoffs!
360,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Baker ain't no Lamar Jackson 😂but God bless him get that paycheck.Baker similar to Geno&Tebow
361,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"Baker, you Lil SAVAGE 😂😂"
362,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Perfect analysis 😂
363,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Hate both schools but find it hilarious they did it to a player that has been long gone for years 😂
364,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,34-3 stfu talking about rent free OU is dog water and everyone knows this that why they all transfer out 😂😂😂
365,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,They never even played against him and they dissin him
366,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Because Texas won and yall can suck it!
367,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,how badly did baker hurt them😂
368,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"So you're just going to act like you didn't get pissed cause Patrick Mchomes took that Texas Tech starting QB position, and you ran to Oklahoma"
369,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Let’s go back to grass so these flag plants can mean something again
370,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,I hated this dude for no reason in college and early in NFL and he’s become easily one of my favorite players in the league
371,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,"He doesn't have chip on his shoulder, it is deeper than that ..He showed it to the world with his crotch grabbing middle finger throwing, some character he is to society."
372,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Translation: wait til they come to the league lol
373,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Love this quote from Baker!
374,JGPk1fW7dS4,Baker Mayfield on Texas: 'Good feeling' being 'rent free in their heads' (via CJVogel_OTF/x) #shorts,Dude use to hit dem folks on mfs 😂😂😂
375,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Smart offense actually..?! 😮😅😂😂
376,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Lamar Jackson need to do this but be RB 😂😂
377,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Always wondered when will they implement a 2qb offense
378,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,25 just standing there confused
379,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,why couldn’t they do this in face the franchise in madden 21?
380,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Hopefully coach Sark taking notes 🤘🏾
381,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,ofc it was on UAB. just fire dilfer already!
382,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,2 guys in motion at the same time?? Or am I missing that?
383,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,we ran something like this in high school
384,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Lions next trick play
385,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,That was stupid and unnecessary
386,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,It’s time for football to evolve
387,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Ain't that illegal?
388,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Shiftinguudy fr utu
389,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Field Russ and Najee triple pass option
390,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,How that confuse the db 😭
391,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Look like they playing uab sorry ass
392,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,15 was hella lost
393,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Whats with the gah spin. Yal couldnt just slide over. I woulda never agreed to that!
394,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,"Good play, but the choreographed spin at the start was over the top 😂"
395,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,U mean the option play not 2 qbs
396,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,#15 was lost
397,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,"Not a legal play because the hand off was in front of the qb. I like the concept, hand off just needs to be behind."
398,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,Modified read pass option
399,J_sPKIwAh_k,Nah dat was tough 😤 #shorts,My school started doing this play cause of this
400,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT 💀 #football #funny #shorts,Bro was fighting for his life 💀
401,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT 💀 #football #funny #shorts,I hate the chiefs
402,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT 💀 #football #funny #shorts,Holding Big Time. This is ridiculous.
403,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT 💀 #football #funny #shorts,It’s amazing how the only idiots who disagree are chiefs fans
404,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT 💀 #football #funny #shorts,"Nfl is an entertainment company. Not a sports company. They can legally fix the game..

And you still keep watch."
405,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT 💀 #football #funny #shorts,After the jets bills game the refs are definitely helping the chiefs. NFL is rigged.
406,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT 💀 #football #funny #shorts,They tried giving Rogers th game tonight
407,euPMgs1gQZQ,POV: REF STICKS TO NFL SCRIPT 💀 #football #funny #shorts,That was the worst holding call omg 😂😂😂
